0,1,2,3,4,5,6
2,0,0,3,0,66.8,0
2,0,0,3,0,14,0
2,0,0,3,0,0,0
2,0,0,3,0,66.8,0
2,0,0,3,0,66.8,0
2,0,0,3,0,69,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,66.8,0
2,0,0,3,0,14,0
2,0,0,3,0,14,0
2,0,0,3,0,14,0
2,0,0,3,0,69,0
2,0,0,3,0,69,0
2,0,0,3,0,45.8,0
2,0,0,3,0,45.8,0
2,0,0,3,0,14,0
2,0,0,3,0,66.8,0
2,0,0,3,0,66.8,0
2,0,0,3,0,0,0
2,0,0,3,0,45.8,0
2,0,0,3,0,0,0
2,0,0,3,0,69,0
2,0,0,3,0,0,0
