0,1,2,3,4,5,6,7,8,9,10,11,12
97.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9821,-1.154,66.0,1.0,1.1,0.9
98.0,1.0,15.9002332,2.66,0.0,0.0,1.0,0.96,-3.518,22.0,1.0,1.1,0.9
99.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9755,-1.003,66.0,1.0,1.1,0.9
100.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9755,-0.9953,66.0,1.0,1.1,0.9
101.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9817,-1.168,66.0,1.0,1.1,0.9
102.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9817,-1.164,66.0,1.0,1.1,0.9
103.0,1.0,5.76008399,0.96,0.0,0.0,1.0,0.9565,-2.263,11.5,1.0,1.1,0.9
104.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9772,0.3327,66.0,1.0,1.1,0.9
105.0,1.0,5.76015024,1.0,0.0,0.0,1.0,0.9548,-0.1567,11.5,1.0,1.1,0.9
106.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9775,0.3269,66.0,1.0,1.1,0.9
108.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9779,0.3558,66.0,1.0,1.1,0.9
109.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9869,-0.8041,66.0,1.0,1.1,0.9
110.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9845,-0.8569,66.0,1.0,1.1,0.9
111.0,1.0,2.24008487,0.405,0.0,0.0,1.0,0.96,2.05,22.0,1.0,1.1,0.85
112.0,1.0,2.37008497,0.425,0.0,0.0,1.0,0.96,2.177,22.0,1.0,1.1,0.85
113.0,1.0,3.09024803,0.626,0.0,0.0,1.0,0.96,-1.761,11.5,1.0,1.1,0.9
114.0,2.0,0.0,0.0,0.0,0.0,1.0,1.001,-1.052,66.0,1.0,1.1,0.9
115.0,2.0,0.0,0.0,0.0,0.0,1.0,1.001,-1.052,66.0,1.0,1.1,0.9
116.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9643,-7.042,11.5,1.0,1.1,0.9
117.0,1.0,15.9001598,2.62,0.0,0.0,1.0,0.9643,-7.042,11.5,1.0,1.1,0.9
118.0,1.0,5.76015976,1.005,0.0,0.0,1.0,0.9643,-7.042,11.5,1.0,1.1,0.9
119.0,2.0,0.0,0.0,0.0,0.0,1.0,1.026,-2.4,11.5,1.0,1.1,0.9
