0,1,2,3,4,5,6,7,8,9,10,11,12
46.0,51.0,0.04158,0.02495,0.0,22.2915,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
46.0,53.0,0.04166,0.02493,0.0,22.2915,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,56.0,1e-05,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,57.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
58.0,1.0,0.000524,0.002166,0.004612,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,59.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,61.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
62.0,4.0,0.00053,0.00254,0.000651,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
64.0,65.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
69.0,67.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
72.0,70.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
75.0,67.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
77.0,70.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
80.0,140.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
82.0,78.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,83.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
84.0,65.0,0.000258,0.001239,0.000317,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
55.0,85.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
87.0,27.0,0.01526,0.03549,0.0,33.723,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
90.0,27.0,0.02219,0.05096,0.0,33.723,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
90.0,91.0,0.01753,0.03786,0.0,50.6417,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
109.0,92.0,0.00248,0.00189,0.0,42.2967,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
116.0,118.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
95.0,117.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
2.0,60.0,0.00066,0.002517,0.010665,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
3.0,64.0,0.000266,0.001193,0.001077,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
3.0,30.0,0.0025,0.0134,0.00519526,114.0,99.0,123.0,0.0,0.0,1.0,-360.0,360.0
63.0,71.0,0.01671,0.03843,0.0,114.0,99.0,123.0,0.0,0.0,1.0,-360.0,360.0
65.0,66.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
64.0,63.0,0.0,1e-05,0.0,999.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
63.0,86.0,0.000261,0.001253,0.000321,274.357,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
70.0,106.0,0.001975,0.045056,0.0,57.272,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
70.0,104.0,0.01999,0.05096,0.0,57.272,0.0,0.0,0.0,0.0,1.0,-360.0,360.0
